stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Usuario\Source\Repos\Vanessa-webusr\JogoEmpilha\Release\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59961] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59976] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59987] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.59997] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60007] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60017] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60026] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60035] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60043] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.60051] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.60060] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.60069] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.60078] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.60137] added dtor for bitmap 055C96D8, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.60266] opening peixe.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.60312] opening peixe.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60345] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60358] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60368] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60378] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60387] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60396] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60405] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60415] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60423] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.60432] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.60441] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.60451] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.60460] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.60516] added dtor for bitmap 055C9880, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.60670] opening coffee_sprite_v1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.60714] opening coffee_sprite_v1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60745] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60758] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60770] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60781] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60789] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60798] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60807] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60817] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.60826] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.60836] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.60845] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.60855] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.60864] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.60929] added dtor for bitmap 055C9A28, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.61172] opening game_over_v5.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.61225] opening game_over_v5.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61262] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61275] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61283] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61305] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61321] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61330] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61358] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61381] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.61390] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.61399] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.61419] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.61432] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.61441] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.61556] added dtor for bitmap 055C9BD0, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.62537] opening vitoria.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.62585] opening vitoria.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62634] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62652] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62669] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62681] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62693] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62703] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62713] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62723] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.62733] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.62743] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.62753] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.62763] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.62774] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.62989] added dtor for bitmap 055C9D78, func 0F7017D0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.64234] opening game_menu_v3.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.64295] opening game_menu_v3.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64328] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64341] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64350] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64360] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64369] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64378] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64387] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64397] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.64406] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.64415] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.64425] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.64434] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.64444] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.64895] added dtor for bitmap 055C9F20, func 0F7017D0
dtor     D               dtor.c:196  _al_register_destructor          [   1.71119] added dtor for queue 055AFE80, func 0F70170D
dtor     D               dtor.c:196  _al_register_destructor          [   1.71153] added dtor for timer 02A3B0B0, func 0F70196F
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.76062] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.76111] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.79305] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.79350] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.80119] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.80156] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.80225] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.80247] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.80286] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.80301] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.80334] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.80352] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.80395] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.80412] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.80459] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.80476] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.80593] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.80619] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.80757] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.80785] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26283] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26300] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26309] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26319] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26329] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26345] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26354] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26362] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.26370] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.26378] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.26387] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.26395] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.26404] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   2.26713] Glyph 22: 40x46 (40x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.26739] Locking glyph region: 055CA270 0 0 40 48
font     D                ttf.c:167  unlock_current_page              [   2.27309] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27344] Glyph 99: 49x47 (52x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27355] Locking glyph region: 055CA270 40 0 52 48
font     D                ttf.c:167  unlock_current_page              [   2.27375] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27393] Glyph 98: 43x47 (44x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27404] Locking glyph region: 055CA270 92 0 44 48
font     D                ttf.c:167  unlock_current_page              [   2.27421] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27437] Glyph 104: 47x47 (48x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27448] Locking glyph region: 055CA270 136 0 48 48
font     D                ttf.c:167  unlock_current_page              [   2.27464] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27480] Glyph 103: 46x47 (48x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27490] Locking glyph region: 055CA270 184 0 48 48
font     D                ttf.c:167  unlock_current_page              [   2.27507] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27521] Glyph 35: 13x32 (16x32)
font     D                ttf.c:287  alloc_glyph_region               [   2.27532] Locking glyph region: 055CA270 232 0 16 32
font     D                ttf.c:167  unlock_current_page              [   2.27548] Unlocking page: 055CA270
font     D                ttf.c:446  cache_glyph                      [   2.27562] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   2.27576] Glyph 25: 36x47 (36x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27586] Locking glyph region: 055CA270 248 0 36 48
font     D                ttf.c:167  unlock_current_page              [   2.27602] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27621] Glyph 17: 50x47 (52x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27632] Locking glyph region: 055CA270 284 0 52 48
font     D                ttf.c:167  unlock_current_page              [   2.27654] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27670] Glyph 93: 23x47 (24x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27680] Locking glyph region: 055CA270 336 0 24 48
font     D                ttf.c:167  unlock_current_page              [   2.27696] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27713] Glyph 88: 40x47 (40x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27722] Locking glyph region: 055CA270 360 0 40 48
font     D                ttf.c:167  unlock_current_page              [   2.27739] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27755] Glyph 46: 57x46 (60x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27765] Locking glyph region: 055CA270 400 0 60 48
font     D                ttf.c:167  unlock_current_page              [   2.27784] Unlocking page: 055CA270
font     D                ttf.c:243  alloc_glyph_region               [   2.27801] Glyph 28: 35x46 (36x48)
font     D                ttf.c:287  alloc_glyph_region               [   2.27811] Locking glyph region: 055CA270 460 0 36 48
font     D                ttf.c:167  unlock_current_page              [   2.27829] Unlocking page: 055CA270
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.27885] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.27900] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   4.96303] Glyph 27: 44x47 (44x48)
font     D                ttf.c:287  alloc_glyph_region               [   4.96321] Locking glyph region: 055CA270 496 0 44 48
font     D                ttf.c:167  unlock_current_page              [   4.96337] Unlocking page: 055CA270
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.96495] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.96517] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   9.27971] Glyph 26: 45x47 (48x48)
font     D                ttf.c:287  alloc_glyph_region               [   9.27991] Locking glyph region: 055CA270 540 0 48 48
font     D                ttf.c:167  unlock_current_page              [   9.28009] Unlocking page: 055CA270
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.28173] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.28195] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [  14.67096] destroying display 002BF258 (current 00000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.67283] converting display bitmap 055CA270 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.67470] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.67496] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.67507] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.67954] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.68135] converting display bitmap 055C9F20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.68473] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.68500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.68512] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.69273] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.69541] converting display bitmap 055C9D78 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.69621] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.69641] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.69652] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.69784] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.69838] converting display bitmap 055C9BD0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.69886] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.69904] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.69917] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.70040] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.70092] converting display bitmap 055C9A28 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.70114] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.70126] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.70136] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.70183] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.70199] converting display bitmap 055C9880 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.70211] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.70223] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.70233] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.70268] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.70287] converting display bitmap 055C96D8 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.70300] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.70311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.70321] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.70355] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.70367] converting display bitmap 055C91E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.70379] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.70391] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.70400] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.70430] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.70443] converting display bitmap 055C9530 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.70459] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.70476] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.70487] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.70531] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.70544] converting display bitmap 055C9388 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.70675] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.70698] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.70710] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.71109] removed dtor for bitmap 055CA418
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.71245] converting display bitmap 055C9038 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.71527] added dtor for bitmap 055CA418, func 0F7017D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.71542] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.71564] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.72314] removed dtor for bitmap 055CA418
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  14.72589] waiting for display 002BF258's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  14.72867] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  14.75189] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75282] removed dtor for bitmap 055C9038
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75498] removed dtor for bitmap 055C9388
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75612] removed dtor for bitmap 055C9530
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75666] removed dtor for bitmap 055C96D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75683] removed dtor for bitmap 055C9880
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75694] removed dtor for bitmap 055C9A28
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75707] removed dtor for queue 055AFE80
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75726] removed dtor for timer 02A3B0B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75750] removed dtor for ttf_font 05544558
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75882] removed dtor for sample 055527B8
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75926] removed dtor for sample_instance 0554AB60
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75944] removed dtor for sample 05552800
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.75970] removed dtor for sample_instance 0554AA48
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.76002] removed dtor for sample 05552698
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.76060] removed dtor for sample_instance 0554A818
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.76080] removed dtor for sample 05552578
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.76979] removed dtor for sample_instance 0554A700
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.77009] removed dtor for sample 05552530
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.77333] removed dtor for sample_instance 055B15E0
dtor     D               dtor.c:116  _al_run_destructors              [  14.77367] calling dtor for bitmap 055C9F20, func 0F7017D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.77398] removed dtor for bitmap 055C9F20
dtor     D               dtor.c:116  _al_run_destructors              [  14.77628] calling dtor for bitmap 055C9D78, func 0F7017D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.77652] removed dtor for bitmap 055C9D78
dtor     D               dtor.c:116  _al_run_destructors              [  14.77849] calling dtor for bitmap 055C9BD0, func 0F7017D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.77869] removed dtor for bitmap 055C9BD0
dtor     D               dtor.c:116  _al_run_destructors              [  14.78067] calling dtor for bitmap 055C91E0, func 0F7017D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78150] removed dtor for bitmap 055C91E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78183] removed dtor for sample_instance 05574548
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78201] removed dtor for sample_instance 0558D0F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78215] removed dtor for sample_instance 0558D208
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78226] removed dtor for sample_instance 0557EDA8
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78237] removed dtor for sample_instance 0557EEB8
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78252] removed dtor for sample_instance 055A5AE8
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78262] removed dtor for sample_instance 055A5BF8
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78303] removed dtor for sample_instance 055A5D08
